,ID,subject,subject_clean,Len
1995,1038,'slow charge',slow charge,2
1996,1038, 'fast',fast,1
1997,1038, 'die',die,1
1998,1038, 'battery',battery,1
1999,1039,'use',use,1
2000,1039, 'not',not,1
2001,1039, 'easy',easy,1
2002,1039,'effective',effective,1
2003,1040,'apps work',apps work,2
2004,1040, 'none',none,1
2005,1040,'youtube',youtube,1
2006,1040,'netflix',netflix,1
2008,1041,'nice item',nice item,2
2009,1042,'receive',receive,1
2010,1043,'use',use,1
2011,1043, 'functionality',functionality,1
2012,1043, 'ease',ease,1
2013,1044,'good software need work',good software need work,4
2014,1044, 'hardware',hardware,1
2015,1045,'great picture',great picture,2
2016,1045, 'use',use,1
2017,1045, 'easy',easy,1
2018,1046,'close',close,1
2019,1046,'`` need 1080p',need 1080p,2
2020,1046, 'ill definitely',ill definitely,2
2021,1046," 'back """"'",back,1
2022,1047,'great product',great product,2
2023,1048,'great product',great product,2
2024,1049,'good projector',good projector,2
2025,1050,'small',small,1
2026,1050, 'mighty',mighty,1
2027,1051,'four star',four star,2
2028,1052,'80 percent perfect',80 percent perfect,3
2029,1053,'great gift',great gift,2
2030,1053, 'college student',college student,2
2031,1054,'fun product',fun product,2
2032,1055,'surprised',surprised,1
2033,1055, 'size',size,1
2034,1055, 'price',price,1
2035,1055, 'good',good,1
2036,1056,'netflix',netflix,1
2037,1056, 'excelent',excelent,1
2038,1057,'great buy',great buy,2
2039,1058,'impressed',impressed,1
2040,1059,'unique',unique,1
2041,1060,'work well',work well,2
2042,1061,'bright environment',bright environment,2
2043,1061, 'bad image',bad image,2
2044,1062,'tv replacement',tv replacement,2
2045,1062, 'perfect',perfect,1
2046,1062, 'bedroom',bedroom,1
2047,1063,'awesome projector',awesome projector,2
2048,1063,'cant get',cant get,2
2049,1063, 'issue',issue,1
2051,1064,'well worth',well worth,2
2052,1064, 'price',price,1
2055,1065,'good quality',good quality,2
2056,1066,"'4 """"'",4,1
2057,1066, 'like',like,1
2058,1066, 'guess',guess,1
2060,1067,'customer service',customer service,2
2061,1067, 'cast',cast,1
2062,1068,'good',good,1
2063,1068, 'far',far,1
2064,1069,'lackluster battery',lackluster battery,2
2065,1069, '3 year',3 year,2
2066,1070,'need well ui',need well ui,3
2067,1070, 'great projector',great projector,2
2068,1070, 'app support',app support,2
2069,1071,'set',set,1
2070,1071, 'easy',easy,1
2071,1072,'awesome',awesome,1
2072,1073,'youtube app',youtube app,2
2073,1073, 'sign ...',sign,1
2074,1073, 'great item',great item,2
2075,1073, 'let',let,1
2076,1074,'quite good except',quite good except,3
2077,1074, 'battery',battery,1
2078,1075,'pretty dope',pretty dope,2
2079,1076,'good',good,1
2080,1077,'na',na,1
2081,1078,'nebula review',nebula review,2
2082,1079,'portable projector',portable projector,2
2083,1080,'excellent customer support',excellent customer support,3
2084,1080, 'cool device',cool device,2
2085,1081,"'audio output """"'",audio output,2
2086,1081, 'great device',great device,2
2088,1082,'advertised',advertised,1
2089,1083,'four star',four star,2
2090,1084,'good item',good item,2
2091,1084, 'like',like,1
2092,1085,'mostly good',mostly good,2
2093,1086,'amaze portable projector',amaze portable projector,3
2094,1087,'sharper image',sharper image,2
2095,1088,'good portable projector',good portable projector,3
2096,1089,'close range',close range,2
2097,1089, 'kid',kid,1
2098,1089, 'good',good,1
2099,1090,'great buy',great buy,2
2100,1091,'portable',portable,1
2101,1092,'device',device,1
2102,1092, 'amaze',amaze,1
2103,1093,'time',time,1
2104,1093, 'not',not,1
2105,1093, 'epic',epic,1
2106,1093, 'amaze',amaze,1
2107,1094,'ok',ok,1
2108,1094,'not great',not great,2
2109,1095,'solution',solution,1
2110,1095, 'great',great,1
2111,1096,'really good',really good,2
2112,1097,'fahad',fahad,1
2113,1098,'four star',four star,2
2114,1099,'sometimes see nothing',sometimes see nothing,3
2115,1099, 'watch movie',watch movie,2
2116,1099, 'dark scene',dark scene,2
2117,1099, 'fix',fix,1
2118,1100,'good not perfect',good not perfect,3
2119,1101,'watch itunes content',watch itunes content,3
2120,1101, 'plan',plan,1
2122,1102,'need well quality',need well quality,3
2123,1102, 'speaker',speaker,1
2124,1103,'h',h,1
2125,1104,'smart perjector',smart perjector,2
2126,1105,'good',good,1
2127,1106,'take nebula capsule',take nebula capsule,3
2128,1106, 'nice projector',nice projector,2
2129,1106, 'im happy',im happy,2
2130,1106, 'im ...',im,1
2131,1107,'great little device',great little device,3
2132,1107, 'price',price,1
2133,1108,'good stuff',good stuff,2
2134,1108,"'chromecast ... """"'",chromecast,1
2135,1108, '`` though itd',though itd,2
2136,1108, 'even well',even well,2
2137,1109,'decidedly well image quality',decidedly well image quality,4
2138,1109, 'much brighter',much brighter,2
2139,1109, 'spro2',spro2,1
2140,1109, 'kill',kill,1
2141,1109, '480',480,1
2142,1110,'great product',great product,2
2143,1110, 'overall',overall,1
2144,1110,'love',love,1
2145,1111,'small problem',small problem,2
2146,1111, 'far',far,1
2147,1111, 'experience',experience,1
2149,1111,'however ...',however,1
2150,1112,'pleasantly surprised typical anker quality',pleasantly surprised typical anker quality,5
2151,1113,'portable projector',portable projector,2
2152,1113, 'speaker',speaker,1
2153,1113, 'soda',soda,1
2154,1113, 'size',size,1
2155,1113, 'built',built,1
2156,1113, 'apps',apps,1
2157,1114,'surprisingly great little projector',surprisingly great little projector,4
2158,1115,'quality bright',quality bright,2
2159,1115, 'portable high',portable high,2
2160,1115, 'loud projector',loud projector,2
2161,1115, 'good battery',good battery,2
2162,1115,'gm yet',gm yet,2
2163,1115, 'fast android',fast android,2
2164,1115,'picture quality',picture quality,2
2165,1115, 'mediocre though',mediocre though,2
2166,1116,'many fake review update',many fake review update,4
2167,1116, 'terrible product',terrible product,2
2168,1117,'great customer service',great customer service,3
2169,1117, 'follow',follow,1
2170,1118,'almost perfect',almost perfect,2
2171,1119,'incredible support',incredible support,2
2172,1119, 'write',write,1
2173,1119, 'review',review,1
2174,1119, 'recieved',recieved,1
2175,1120,'cool device',cool device,2
2176,1120,'software',software,1
2177,1120, 'limit',limit,1
2178,1120,'support really care',support really care,3
2179,1121,'bad buy',bad buy,2
2180,1121, 'not',not,1
2181,1122,'remote control location',remote control location,3
2182,1123,'good hardware',good hardware,2
2183,1123,'software could use',software could use,3
2184,1123, 'work',work,1
2185,1124,'responsive customer service',responsive customer service,3
2186,1124, 'sound',sound,1
2187,1124, 'good',good,1
2188,1125,'great compact projector',great compact projector,3
2189,1126,'great product',great product,2
2190,1126, 'bright room',bright room,2
2191,1126, 'use',use,1
2192,1126, 'tough',tough,1
2193,1126,'not recommend',not recommend,2
2194,1126, 'office',office,1
2195,1127,'good quality',good quality,2
2196,1128,'almost perfect',almost perfect,2
2197,1129,'great little projector',great little projector,3
2198,1130,'worth',worth,1
2199,1131,'screen adjustment',screen adjustment,2
2200,1131, 'minimalist',minimalist,1
2201,1131, 'great',great,1
2202,1131, 'counterproductive',counterproductive,1
2203,1131, 'auto',auto,1
2204,1132,'small compact',small compact,2
2205,1133,'nice little projector',nice little projector,3
2206,1134,'not precisely ~~',not precisely,2
2207,1134, 'work',work,1
2208,1135,'privacy policy',privacy policy,2
2209,1135, 'read',read,1
2210,1135,'intrusive',intrusive,1
2211,1136,'`` great hardware',great hardware,2
2212,1136,"'software doesnt work """"'",software doesnt work,3
2213,1136,'not buy unless',not buy unless,3
2214,1136, 'hdmi source',hdmi source,2
2215,1136, 'want',want,1
2216,1136, 'project',project,1
2217,1137,'keep',keep,1
2219,1138,'lie',lie,1
2220,1139,'not work',not work,2
2221,1139, 'format',format,1
2222,1140,'need',need,1
2223,1140, 'brighter',brighter,1
2224,1141,'2 week',2 week,2
2225,1141,'7 etc support call',7 etc support call,4
2226,1141, 'not work',not work,2
2227,1141, 'hdmi cable',hdmi cable,2
2228,1141, '76 worth',76 worth,2
2229,1141, 'connector',connector,1
2230,1142,'need improvement',need improvement,2
2231,1142, 'good attempt',good attempt,2
2232,1143,'lovely outside',lovely outside,2
2233,1143,'unit leaf something',unit leaf something,3
2234,1143, 'gut',gut,1
2235,1143, 'desire',desire,1
2236,1144,'longevity',longevity,1
2237,1144,'sporadic functionality',sporadic functionality,2
2238,1145,'unlocked ...',unlocked,1
2239,1145, 'must',must,1
2240,1146,'almost love',almost love,2
2241,1146,'not worth',not worth,2
2242,1146, 'price',price,1
2243,1147,'terrible software',terrible software,2
2244,1147, 'barely usable',barely usable,2
2246,1148,"'doesnt work """"'",doesnt work,2
2248,1149,'not work well',not work well,3
2249,1149, 'ipad',ipad,1
2250,1149, 'airplay',airplay,1
2251,1150,'think',think,1
2252,1150, 'not',not,1
2253,1151,'great purchase',great purchase,2
2254,1151, 'probably',probably,1
2255,1151, '2018',2018,1
2256,1151,'well option',well option,2
2257,1151, 'price',price,1
2258,1151, '2021',2021,1
2259,1152,'ok not great',ok not great,3
2260,1153,'not worth',not worth,2
2261,1153, 'money',money,1
2262,1154,'look elsewhere not',look elsewhere not,3
2263,1154, 'blurry edge',blurry edge,2
2264,1154, 'bright',bright,1
2265,1155,'underwhelmed',underwhelmed,1
2266,1155, 'disappointed',disappointed,1
2267,1156,'expensive',expensive,1
2268,1156,'bad navigation',bad navigation,2
2269,1156,'display resize',display resize,2
2270,1157,'poor quality',poor quality,2
2271,1157, 'price',price,1
2272,1158,'great small projector',great small projector,3
2273,1159,'utter disappointment',utter disappointment,2
2274,1159, 'waste',waste,1
2275,1159, 'money',money,1
2276,1159,'run like',run like,2
2277,1159, 'cheap',cheap,1
2278,1159, 'buy',buy,1
2279,1160,'window projection not great',window projection not great,4
2280,1160, 'brightness',brightness,1
2281,1161,'audio',audio,1
2283,1162,'youtube sign',youtube sign,2
2284,1162, 'trick',trick,1
2285,1162, 'tip',tip,1
2286,1163,'not',not,1
2287,1163,'mislead review',mislead review,2
2288,1164,'`` video isnt',video isnt,2
2289,1164, 'sharp',sharp,1
2290,1164,'420p',420p,1
2291,1164,"'good """"'",good,1
2292,1164, 'rest',rest,1
2293,1165,'job',job,1
2294,1165,'expect',expect,1
2295,1166,'price point',price point,2
2296,1166, 'others',others,1
2297,1166, 'compare',compare,1
2298,1166,'disappointed',disappointed,1
2299,1167,"'`` doesnt really screen mirror """"'",doesnt really screen mirror,4
2300,1168,'many many reason',many many reason,3
2301,1168, 'suck',suck,1
2302,1168, 'move',move,1
2303,1169,'never actually watch anything',never actually watch anything,4
2304,1169, 'prepared',prepared,1
2305,1170,'not work',not work,2
2306,1170, 'awful device',awful device,2
2307,1171,'low quality item',low quality item,3
2308,1171,'light usage',light usage,2
2309,1171, '22 month',22 month,2
2310,1171, 'die',die,1
2311,1172,'look',look,1
2312,1172, 'longevity',longevity,1
2313,1172,'extend warranty',extend warranty,2
2314,1172, 'buy',buy,1
2315,1173,'great video',great video,2
2316,1173, 'disappoint',disappoint,1
2317,1174,'product picture quality',product picture quality,3
2318,1174, 'bad',bad,1
2319,1175,'expensive toy',expensive toy,2
2320,1175,'not much application',not much application,3
2321,1176,'complete mess fill',complete mess fill,3
2322,1176, 'issue',issue,1
2323,1176,'not worth price',not worth price,3
2324,1177,'sell use item',sell use item,3
2325,1177, 'disappointed',disappointed,1
2326,1178,'well manufacture',well manufacture,2
2327,1178,'disappoint audio',disappoint audio,2
2328,1179,'get original version',get original version,3
2329,1179, 'capsule ii',capsule ii,2
2330,1179, 'not',not,1
2331,1180,'apple compatibility lack',apple compatibility lack,3
2332,1181,'dont buy',dont buy,2
2333,1181, 'product',product,1
2334,1182,'cool idea',cool idea,2
2335,1182,'great design',great design,2
2336,1182,'bad execution',bad execution,2
2337,1183,'garbage',garbage,1
2338,1184,'great size',great size,2
2339,1184,'connection port lack',connection port lack,3
2340,1184, 'terrible software',terrible software,2
2341,1185,'money back please',money back please,3
2342,1185, 'send',send,1
2343,1186,'save',save,1
2344,1186, 'money',money,1
2345,1186,'not buy',not buy,2
2346,1186, 'junk',junk,1
2347,1187,'not',not,1
2348,1187, 'described',described,1
2349,1188,'toy',toy,1
2350,1189,'dim',dim,1
2351,1190,'stop work',stop work,2
2352,1190, 'year',year,1
2353,1191,'not',not,1
2354,1191, 'bright',bright,1
2355,1191,'dark room',dark room,2
2356,1191, 'good',good,1
2357,1192,'high hope',high hope,2
2358,1192,'disappointed',disappointed,1
2359,1192,'limit hardware',limit hardware,2
2360,1192, 'software',software,1
2361,1193,'not good enough',not good enough,3
2362,1194,'solid performance',solid performance,2
2363,1194,'limited apps',limited apps,2
2364,1195,'limited capability',limited capability,2
2365,1196,'not happy',not happy,2
2366,1197,'okay ...',okay,1
2367,1197, 'photo',photo,1
2368,1197, 'deceive',deceive,1
2369,1198,'bad picture quality',bad picture quality,3
2370,1198,'not bright',not bright,2
2371,1198,'time',time,1
2372,1198, 'grainy',grainy,1
2373,1199,'really expensive',really expensive,2
2374,1199, 'crooked projection',crooked projection,2
2375,1199, '... plus',plus,1
2376,1199, 'way',way,1
2377,1199, 'fix',fix,1
2378,1200,'perfect',perfect,1
2379,1200, 'disappoint',disappoint,1
2380,1201,'small size',small size,2
2381,1201, 'picture function',picture function,2
2382,1201, 'impressive',impressive,1
2383,1202,'mediocre purchase',mediocre purchase,2
2384,1203,'advertising page',advertising page,2
2385,1203, 'mislead',mislead,1
2386,1204,'limited stream',limited stream,2
2387,1205,'shock',shock,1
2388,1205, 'mess',mess,1
2389,1206,'terrible',terrible,1
2390,1206, 'netflix',netflix,1
2391,1207,'poor quality',poor quality,2
2392,1207,'four month',four month,2
2393,1207, 'broken',broken,1
2394,1208,'okay well spend little',okay well spend little,4
2395,1208, 'buy good',buy good,2
2396,1209,'not iphone friendly',not iphone friendly,3
2397,1209, 'time',time,1
2398,1209, 'return',return,1
2399,1209, 'junk',junk,1
2400,1210,'not bright enough',not bright enough,3
2401,1210, 'use',use,1
2402,1211,'gusta pero ...',gusta pero,2
2403,1212,'seriously',seriously,1
2404,1213,'not carry',not carry,2
2405,1213, 'great idea',great idea,2
2406,1213, 'full potential',full potential,2
2407,1213, 'far',far,1
2408,1214,'disappointed beyond word',disappointed beyond word,3
2409,1215,'not work',not work,2
2410,1215, 'iphone',iphone,1
2411,1216,'product need',product need,2
2412,1216, 'cheapier',cheapier,1
2413,1217,'purchasing',purchasing,1
2414,1217, 'piece',piece,1
2415,1217, 'junk',junk,1
2416,1217, 'fan',fan,1
2417,1217, 'anker',anker,1
2418,1218,'navigate',navigate,1
2419,1218, 'mode',mode,1
2420,1218, 'difficult',difficult,1
2421,1219,'loud',loud,1
2422,1220,'work well',work well,2
2423,1220, 'projector',projector,1
2424,1220,'otherwise polished product',otherwise polished product,3
2425,1220, 'pretty bad',pretty bad,2
2426,1220, 'app',app,1
2427,1221,"'`` speaker isnt good """"'",speaker isnt good,3
2428,1222,'compact disappointment',compact disappointment,2
2429,1223,'need complete darkness',need complete darkness,3
2430,1224,'ok',ok,1
2431,1225,'overheat within minute',overheat within minute,3
2432,1225, 'turn',turn,1
2433,1225, 'problem',problem,1
2434,1226,'great product',great product,2
2435,1226,'much',much,1
2436,1226, 'look',look,1
2437,1226, 'glitch',glitch,1
2438,1227,'mini projector mini issue',mini projector mini issue,4
2439,1228,'not work',not work,2
2440,1229,'miss piece',miss piece,2
2441,1230,'defective unit',defective unit,2
2442,1231,'not waste',not waste,2
2443,1231, 'family purchase',family purchase,2
2444,1231, 'time',time,1
2445,1232,'dark',dark,1
2446,1233,'not worth',not worth,2
2447,1233, 'expensive price',expensive price,2
2448,1234,'receive repackaged item',receive repackaged item,3
2449,1234, 'previous user account',previous user account,3
2450,1234, 'connect',connect,1
2451,1234,'return',return,1
2452,1235,'not high sound',not high sound,3
2453,1235, 'image quality',image quality,2
2454,1235, 'portable',portable,1
2455,1236,"'couldnt wait """"'",couldnt wait,2
2456,1236, 'update',update,1
2458,1237,'alright',alright,1
2459,1238,"'alright """"'",alright,1
2461,1239,"'always tilt """"'",always tilt,2
2462,1239, '`` amaze',amaze,1
2463,1239, 'nifty',nifty,1
2464,1240,'poolside',poolside,1
2465,1240, 'ok',ok,1
2466,1240,'obviously need complete dark',obviously need complete dark,4
2467,1240, 'enjoyable',enjoyable,1
2468,1241,'crash draw',crash draw,2
2469,1241, 'luck',luck,1
2470,1242,'okay ..',okay,1
2471,1243,'not worth',not worth,2
2472,1243, 'money',money,1
2473,1243,'novel',novel,1
2474,1244,'battery drain',battery drain,2
2476,1245,'terrible',terrible,1
2477,1245, 'not',not,1
2478,1245, 'great',great,1
2479,1246,'dim',dim,1
2480,1247,'disappointed',disappointed,1
2481,1248,'amaze product',amaze product,2
2482,1248,'use product',use product,2
2483,1248, 'product',product,1
2484,1248, 'way',way,1
2485,1248, 'think',think,1
2486,1248, 'get',get,1
2487,1248, 'damage',damage,1
2488,1249,'lack quality feature',lack quality feature,3
2489,1249, 'gamers',gamers,1
2490,1250,'not worth',not worth,2
2491,1251,'short life span',short life span,3
2492,1252,'crooked screen',crooked screen,2
2493,1253,'mixed feeling',mixed feeling,2
2494,1254,'certain condition',certain condition,2
2495,1254, 'need',need,1
2496,1255,'use external bluetooth speaker ... anything sort',use external bluetooth speaker anything sort,6
2497,1255, 'useless',useless,1
2498,1255, 'stream',stream,1
2499,1255,'see update',see update,2
2500,1256,'not',not,1
2501,1256, 'bright',bright,1
2502,1257,'projector screen come',projector screen come,3
2503,1257, 'scratch',scratch,1
2504,1257, 'inside',inside,1
2505,1258,'not',not,1
2506,1258, 'iphone',iphone,1
2507,1259,'not compatible',not compatible,2
2508,1259, 'window',window,1
2509,1259, 'android',android,1
2510,1260,'good picture quality',good picture quality,3
2511,1260,'use',use,1
2512,1260, 'phone',phone,1
2513,1260, 'hard',hard,1
2514,1261,'`` dont waste',dont waste,2
2515,1261," 'projector """"'",projector,1
2516,1261, 'money',money,1
2517,1262,'not stream without wifi',not stream without wifi,4
2518,1263,'nothing work',nothing work,2
2519,1264,'right direction ...',right direction,2
2520,1264, 'need improvement',need improvement,2
2521,1264, 'head',head,1
2522,1265,'seem tiny',seem tiny,2
2523,1265, 'simple',simple,1
2524,1265,'meh',meh,1
2525,1265, 'fussy',fussy,1
2526,1266,'not watch youtube',not watch youtube,3
2527,1266, 'prime',prime,1
2528,1267,'maybe good',maybe good,2
2529,1267, 'home',home,1
2530,1267,'business though',business though,2
2531,1267, 'not',not,1
2532,1268,'not',not,1
2533,1268, 'good',good,1
2534,1268, 'expect',expect,1
2535,1269,'brightness suck',brightness suck,2
2536,1269, 'meh',meh,1
2537,1269, 'apps',apps,1
2538,1270,'not work ...',not work,2
2539,1271,'work amazingly well',work amazingly well,3
2540,1271, 'dark room',dark room,2
2541,1271, 'cool concept',cool concept,2
2542,1272,'small movie projector',small movie projector,3
2543,1273,'terrible',terrible,1
2544,1274,'not last long',not last long,3
2545,1275,'movie apps constantly crash',movie apps constantly crash,4
2546,1276,'terrible',terrible,1
2547,1277,'work',work,1
2548,1277, 'projector',projector,1
2549,1277, 'projector',projector,1
2550,1277, 'come',come,1
2551,1277, 'apps',apps,1
2552,1278,"'mirror cast wouldnt work """"'",mirror cast wouldnt work,4
2553,1278, '`` good projector',good projector,2
2554,1278, 'battery life',battery life,2
2555,1279,'three star',three star,2
2556,1280,'good',good,1
2557,1280, 'eh',eh,1
2558,1281,'good product',good product,2
2559,1281,'not excellent',not excellent,2
2560,1282,'item broke',item broke,2
2561,1282, 'month',month,1
2562,1283,'dont buy',dont buy,2
2563,1284,'complete dark room',complete dark room,3
2564,1284, 'not bright enough',not bright enough,3
2565,1284, 'not',not,1
2566,1285,'not good',not good,2
2567,1286,'brightly lit room',brightly lit room,3
2568,1286, 'poor',poor,1
2569,1287,'prime time ...',prime time,2
2570,1287, 'not ready',not ready,2
2571,1288,'poor picture quality',poor picture quality,3
2572,1289,'not worth',not worth,2
2573,1289, 'money',money,1
2574,1289, 'hype',hype,1
2575,1290,'not recognize hdmi input',not recognize hdmi input,4
2576,1291,'speaker',speaker,1
2577,1291, 'delay',delay,1
2578,1291, 'bluetooth',bluetooth,1
2579,1292,'sturdy product',sturdy product,2
2580,1292, 'not',not,1
2581,1293,'not good',not good,2
2582,1294,'nebula',nebula,1
2583,1294, 'disappointed',disappointed,1
2584,1295,'stream apps',stream apps,2
2585,1295, 'not work',not work,2
2586,1296,'nebula',nebula,1
2587,1297,'remote control issue',remote control issue,3
2588,1298,'not work',not work,2
2589,1298, 'iphone user',iphone user,2
2590,1298, 'aware software',aware software,2
2591,1299,'avoid',avoid,1
2592,1300,'awesome',awesome,1
2593,1300,'break 8 month',break 8 month,3
2594,1300, 'except',except,1
2595,1301,'big issue not loud enough',big issue not loud enough,5
2596,1301, '`` sound output volume',sound output volume,3
2597,1301," 'outdoor usage """"'",outdoor usage,2
2598,1302,'not bright enough',not bright enough,3
2599,1303,'not good',not good,2
2600,1303, 'everything',everything,1
2601,1303, 'anything',anything,1
2602,1304,'not able',not able,2
2603,1304, 'youtube',youtube,1
2604,1304, 'login',login,1
2605,1305,'bad quality picture',bad quality picture,3
2606,1306,'horrible experience',horrible experience,2
2607,1307,'constant troubleshoot',constant troubleshoot,2
2608,1307, 'annoy',annoy,1
2609,1308,'project',project,1
2610,1308, 'iphone',iphone,1
2611,1308, 'anyway',anyway,1
2612,1309,'bad image quality',bad image quality,3
2613,1309, 'brightness',brightness,1
2614,1310,'small',small,1
2615,1310, 'dull',dull,1
2616,1311,'product default show',product default show,3
2617,1311, '1 month',1 month,2
2618,1312,'well',well,1
2619,1312, 'could',could,1
2620,1313,'nebula ii',nebula ii,2
2621,1313, 'get',get,1
2622,1313,'waste',waste,1
2623,1313, 'money',money,1
2624,1314,'cant screen share netflix',cant screen share netflix,4
2625,1314, 'amazon ect',amazon ect,2
2626,1315,'good',good,1
2627,1315, 'dark',dark,1
2628,1316,'poor quality',poor quality,2
2629,1317,'tilt screen',tilt screen,2
2630,1318,'quality',quality,1
2631,1318, 'not',not,1
2632,1319,'lose sound',lose sound,2
2633,1320,'cute pillow fort date',cute pillow fort date,4
2634,1320, 'good',good,1
2635,1320, 'camp',camp,1
2636,1321,'high fot screen size',high fot screen size,4
2637,1321, 'perfect match dostan',perfect match dostan,3
2638,1321, 'adjust screen',adjust screen,2
2639,1321, 'way',way,1
2640,1321, 'hard',hard,1
2641,1322,'not cast',not cast,2
2642,1322, 'projector',projector,1
2643,1323,'not worth',not worth,2
2644,1323, 'hype',hype,1
2645,1324,'impossible',impossible,1
2646,1324, 'adjust',adjust,1
2647,1324,'menu',menu,1
2648,1324, 'garbage',garbage,1
2649,1325,'buy ...',buy,1
2650,1325, 'read',read,1
2651,1326,'overall solid product',overall solid product,3
2652,1327,'many glitch',many glitch,2
2653,1328,'expect',expect,1
2654,1329,'without support',without support,2
2655,1329, 'useless',useless,1
2656,1329, 'thing',thing,1
2657,1330,'100 ansi lumen',100 ansi lumen,3
2658,1330, 'not upto',not upto,2
2659,1330, 'expectation',expectation,1
2660,1331,'crooked lens',crooked lens,2
2661,1332,'terrible unit',terrible unit,2
2662,1333,"'`` doent last long anymore """"'",doent last long anymore,4
2663,1334,'difficult',difficult,1
2664,1334,'period',period,1
2665,1335,'superb device extremely bad keyboard',superb device extremely bad keyboard,5
2666,1336,'not quite',not quite,2
2667,1336, 'advertised',advertised,1
2668,1337,'like 5 use',like 5 use,3
2669,1337, 'stop work',stop work,2
2670,1338,'little disappoint',little disappoint,2
2671,1338,'iphone',iphone,1
2672,1338,'not get',not get,2
2673,1339,'nice compact mini projector',nice compact mini projector,4
2674,1339, 'great speaker',great speaker,2
2675,1340,'two star',two star,2
2676,1341,'basic projector',basic projector,2
2677,1341, '`` doesnt',doesnt,1
2678,1341, 'suppose',suppose,1
2680,1342,'slow',slow,1
2681,1342,'difficult',difficult,1
2682,1342, 'connect',connect,1
2683,1342,'wifi',wifi,1
2684,1342, 'broken',broken,1
2685,1343,'use unit',use unit,2
2686,1343, 'miss accessory',miss accessory,2
2687,1344,'price',price,1
2688,1344, 'hig',hig,1
2689,1345,'use',use,1
2690,1345, 'projector',projector,1
2691,1345, 'able',able,1
2692,1346,'video quality ok',video quality ok,3
2693,1346, 'need',need,1
2694,1346, 'improvement',improvement,1
2695,1347,'pleasant product',pleasant product,2
2696,1347, 'not',not,1
2697,1348,'see well',see well,2
2698,1348, 'cheaper',cheaper,1
2699,1349,'okay',okay,1
2700,1350,'not good',not good,2
2701,1351,"'`` doesnt charge """"'",doesnt charge,2
2702,1352,'usage',usage,1
2703,1352, 'setup',setup,1
2704,1352, 'impossible',impossible,1
2705,1353,'hbo max',hbo max,2
2706,1354,'loud',loud,1
2707,1354, 'fan',fan,1
2708,1355,'picture quality',picture quality,2
2709,1355, 'not',not,1
2710,1355, 'good',good,1
2711,1356,'sound quality',sound quality,2
2712,1356, 'picture quality',picture quality,2
2713,1356, 'terrible',terrible,1
2714,1356, 'fair',fair,1
2715,1357,'two star',two star,2
2716,1358,'not turn',not turn,2
2717,1358, '5 minute',5 minute,2
2718,1359,'picture quality',picture quality,2
2719,1360,'favorite projector',favorite projector,2
2720,1360, 'not',not,1
2721,1361,'decent',decent,1
2722,1362,'noice',noice,1
2723,1363,'not',not,1
2724,1363, 'advertises',advertises,1
2725,1364,'great image quality',great image quality,3
2726,1364,'poor sound',poor sound,2
2727,1365,'loud fan',loud fan,2
2728,1365, 'fun',fun,1
2729,1366,'picure quality',picure quality,2
2730,1366, 'not sharp',not sharp,2
2731,1366,'day time ..',day time,2
2732,1366, 'not usable',not usable,2
2733,1367,'support',support,1
2735,1369,'really want keep',really want keep,3
2736,1369, 'projector',projector,1
2738,1370,'low light lumen',low light lumen,3
2739,1371,'horrible sound',horrible sound,2
2740,1372,'mini projector',mini projector,2
2741,1372, 'bad experience',bad experience,2
2742,1373,'ok',ok,1
2743,1374,'poorly write manual great tech support',poorly write manual great tech support,6
2744,1374, 'kevin',kevin,1
2745,1375,'pricey paperweight',pricey paperweight,2
2746,1376,'poor quality',poor quality,2
2747,1377,'moderate good',moderate good,2
2748,1378,'waste',waste,1
2749,1378, 'money',money,1
2750,1379,'lumen need',lumen need,2
2751,1379, 'output',output,1
2753,1381,'terrible',terrible,1
2754,1382,'two star',two star,2
2755,1383,'get 2 us ot',get 2 us ot,4
2756,1383, 'device',device,1
2757,1384,'loss focus constantly',loss focus constantly,3
2759,1385,'capsule control app',capsule control app,3
2760,1385, 'poor',poor,1
2761,1385,'mouse function',mouse function,2
2762,1385, 'difficult',difficult,1
2763,1385, 'control',control,1
2764,1386,'sadly dissappointed yet simultaneously awed',sadly dissappointed yet simultaneously awed,5
2765,1387,'software ruin',software ruin,2
2766,1387, 'product',product,1
2767,1388,'screencast not compatible',screencast not compatible,3
2768,1388, 'google pixel phone',google pixel phone,3
2769,1389,'nebula capsule review update',nebula capsule review update,4
2770,1390,'not impressed welcome',not impressed welcome,3
2771,1390, 'dongle life',dongle life,2
2772,1391,'low brightness',low brightness,2
2773,1391, 'big problem',big problem,2
2774,1392,'get something well',get something well,3
2775,1392, 'high quality',high quality,2
2776,1392, 'cost',cost,1
2777,1393,'not buy',not buy,2
2778,1393,'scam',scam,1
2779,1393,'fake',fake,1
2780,1393,'trash',trash,1
2782,1394,'totally waste product',totally waste product,3
2783,1395,'bake device',bake device,2
2784,1396,'really want',really want,2
2785,1396, 'like',like,1
2787,1397,'terrible software',terrible software,2
2788,1397, 'pleasant hardware',pleasant hardware,2
2789,1398,'not compatible',not compatible,2
2790,1398, 'disney plus',disney plus,2
2791,1398, 'horrible',horrible,1
2792,1398, 'app',app,1
2793,1399,'since november',since november,2
2794,1399, 'second',second,1
2795,1400,'cool',cool,1
2796,1400,'wish',wish,1
2797,1400, 'brighter',brighter,1
2798,1401,'chromecast',chromecast,1
2799,1402,'run netflix',run netflix,2
2800,1402, 'need help',need help,2
2801,1403,'miss important integration',miss important integration,3
